name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
sneak out,2024-06-06,230771,0.0,42896.0,7.538281877465217,57,indie,kinguin,kinguin studios,2410490
splodey,2024-06-04,4765,12.99,42892.0,5.480412642885778,92,indie,mad mushroom,send it studios,2204170
staffer reborn,2024-04-26,17834,2.99,42836.0,0.8715559011038803,98,indie,team tetrapod,team tetrapod,2658920
nodebuster,2024-08-13,15819,2.99,42568.0,2.7462502016137416,99,indie,goblobin,goblobin,3107330
planetaries,2024-08-15,2578,19.99,42508.0,8.339327194184754,61,indie,ey-studio,ey-studio,2800450
it was raining that night,2024-05-29,4838,11.99,42490.0,1.922429877151138,74,indie,deafperv,veronicaperv,2543770
e.e.r.i.e2,2024-06-16,8217,7.99,42377.0,5.604201762620815,84,indie,ureasoft,ureasoft,2162780
escort's secrets 18+,2024-01-06,6650,9.99,42371.0,2.715271067892765,65,indie,banzaiproject,banzaiproject,2668160
anno 1602 history edition,2024-04-22,8401,9.99,42332.0,6.856321831993535,67,aaa,ubisoft,ubisoft mainz,2820130
irotoridori no sekai hd - the colorful world,2024-02-16,1533,34.99,42280.0,33.408494179391745,99,indie,nekonyan ltd.,favorite,2591380
xiuzhenworld / 修真世界,2024-04-30,7497,9.99,42253.0,85.5434139318437,77,indie,noforgetit,noforgetit,2868430
spire horizon,2024-02-14,5676,9.99,42180.0,8.823513240410309,80,indie,mendoka,mendoka,2321880
kristala,2024-06-06,1748,29.99,42089.0,3.270808205157224,90,indie,astral clocktower studios,astral clocktower studios,1206410
bureau of contacts,2024-06-20,7620,7.99,42019.0,2.871687524854979,84,indie,mirowin,mirowin,2840210
lilim wants to lv up♥,2024-08-27,5130,9.99,41953.0,4.206552409983751,81,indie,playmeow,"yoü studio,maker製造機",2651570
mypopgoes,2024-08-01,11465,4.99,41949.0,3.964125096733567,84,indie,clickteam,kane carter,2429350
hypnosis card,2024-01-19,10812,4.99,41891.0,2.016618209055319,77,indie,lovely games,naku kinoko,2544990
soul covenant,2024-04-18,1026,49.99,41764.0,2.971468127622907,75,indie,"thirdverse, co., ltd.","thirdverse, co., ltd.",2237740
just click the button,2024-01-17,15760,2.99,41751.0,6.070071139889177,93,indie,simon eftestol,simon eftestol,2577760
tools up! ultimate edition,2024-01-05,4051,34.99,41386.0,4.194304726038506,79,indie,untold tales,the knights of unity,2551920
journey to the west survivor,2024-03-24,10946,5.99,41369.0,10.398218727760351,87,indie,leyo games,buding games,2450100
idle heros,2024-05-01,18688,0.0,41269.0,74.30369938660196,85,indie,egame,egame,1686290
mylene and the lust temple,2024-02-01,3866,13.99,41218.0,1.414527658448737,89,indie,072 project,キラ☆タマ,2562550
back,2024-07-30,7243,6.99,41201.0,1.3869485359413716,83,indie,mystery crown,mystery crown,2913040
the necromancer arises,2024-03-25,5251,9.99,41069.0,2.176031510339552,82,indie,whiteleaf studio,whiteleaf studio,2413570
operation: polygon storm,2024-08-12,3786,14.99,40987.0,2.3359190909522582,80,indie,untold tales,toxic studio,2310160
old coin pusher friends 3,2024-07-25,12042,3.99,40967.0,12.495623448004896,97,indie,stp works,stp works,3040390
e-startup 2 : business tycoon,2024-05-14,4124,12.99,40926.0,4.321572074374925,80,indie,polytale games,polytale games,2547750
riviera: the promised land,2024-07-16,1601,34.99,40866.0,8.112560411307811,96,indie,sting,sting,2891280
life eater,2024-04-16,3362,14.99,40857.0,1.761433052706857,85,indie,"strange scaffold,frosty pop",strange scaffold,2632930
this grand life 2,2024-06-20,2945,16.99,40793.0,13.109199416556264,92,indie,poking water games,poking water games,2459490
read only memories: neurodiver,2024-05-15,3328,14.99,40762.0,3.660410973557217,70,indie,chorus worldwide games,"midboss, llc.",1293910
alchemist quest,2024-01-26,4175,12.99,40748.0,3.265305039415072,77,indie,kagura games,shirokurosoft,2657720
kitten burst,2024-01-20,2073,24.99,40690.0,7.522090444087317,100,indie,lithodelphis,lithodelphis,1592360
dusk city,2024-07-25,2052,24.99,40666.0,2.834362257995707,99,indie,dieselmine,suteneko lab.,2973120
class of heroes: anniversary edition,2024-04-26,2484,19.99,40490.0,17.326049577224996,77,indie,"pqube,acquire corp.",zerodiv,2195780
beach club simulator 2024,2024-08-16,7981,8.99,40336.0,5.27093331340532,82,indie,catsupp games,catsupp games,2856030
beyond hanwell,2024-08-25,2484,17.99,40218.0,3.1956422657074275,82,indie,steel arts software ltd,steel arts software ltd,2565550
armored suit solgante,2024-06-14,4236,12.99,40188.0,3.983391950568567,82,indie,kagura games,gaptax,2914470
sun breed,2024-04-16,4222,14.99,40182.0,4.677975289079946,92,indie,superwriter games llc,superwriter games llc,2573950
风流公子romantic young man,2024-07-25,10210,4.99,40067.0,2.6870168978411,90,indie,ronin softwork,ronin softwork,2829600
my step family,2024-03-15,5403,9.99,40051.0,0.8797257734494592,56,indie,kun family,kun family,2753820
无休仙途,2024-07-25,8822,5.99,40010.0,43.543667833485095,77,indie,gocore,gocore,2654540
lazaret,2024-02-20,4436,10.99,39971.0,2.9691842032890894,88,indie,aegon games,aegon games,2088280
修仙神诀,2024-06-27,12909,0.0,39887.0,12.383104587172468,74,indie,雷鸣工作室,雷鸣工作室,3029670
silent rain,2024-07-15,5574,9.99,39816.0,3.669721526285395,67,indie,seedlers interactive,"2brains&coffee,seedlers interactive",1791910
slavania,2024-03-13,3238,15.99,39769.0,5.31468190304819,64,indie,"frostleaf games llc,game art pioneers",frostleaf games llc,1349600
rebirth! new lover,2024-08-06,5441,8.99,39756.0,3.3820040022280256,91,indie,次元边界,次元边界,2803810
echocalypse: the scarlet covenant,2024-06-07,7701,0.0,39735.0,8.64651914648372,54,indie,yoozoo (singapore) pte. ltd,yoozoo (singapore) pte. ltd,2917030
candy & toys store simulator,2024-06-26,3531,12.99,39589.0,8.506729676566618,91,indie,ox games,ox developer,3013700
cats hidden around the world,2024-06-09,10740,4.99,39527.0,2.280299730203956,97,indie,travellin cats,travellin cats,2377970
tasokare hotel re:newal,2024-01-22,1283,39.99,39446.0,6.31815504654062,92,indie,seec inc.,seec inc.,2622260
macross -shooting insight-,2024-03-27,1100,39.99,39428.0,2.5255326652276247,48,indie,bushiroad inc.,kaminari games inc.,2103230
britannia,2024-04-04,3036,24.99,39342.0,24.25514936178075,74,indie,"pid games,avalon digital",avalon digital,1268420
lysfanga: the time shift warrior,2024-02-13,2741,19.99,39323.0,8.184091418936433,78,indie,spotlight by quantic dream,sand door studio,2161620
snapshot vr,2024-04-05,2907,19.99,39215.0,25.527867024835096,87,indie,giant scam industries,giant scam industries,1133580
shanghai summer,2024-02-07,3771,12.99,39145.0,2.7283112400338663,0,indie,astrolabe games,futu studio,1323830
boyhood's end,2024-09-05,4394,10.99,39110.0,1.7971319180139649,86,indie,"wss playground,alliance arts","wss playground,buriki clock",2403290
sex detective [18+],2024-01-20,6159,9.99,39057.0,2.62368680328011,74,indie,banzaiproject,banzaiproject,2732510
飛天歷險2024(dream of mirror online),2024-06-18,5027,0.0,38814.0,53.80585097088608,86,indie,hong kong gamestar limited,softstar entertainment,2899890
chromosome evil 2,2024-02-15,2504,19.99,38734.0,15.35812128894409,91,indie,s.c. 16 bit nights s.r.l.,"s.c. 16 bit nights s.r.l.,dovganovskiy",2529770
a fascinating story,2024-06-14,5323,9.99,38560.0,2.751939126006837,75,indie,lovely games,l&p,2756390
stride: fates,2024-05-16,1456,29.99,38478.0,2.2171262747285883,44,indie,joy way,joy way,2597880
brainwashing with tentacles r,2024-05-25,4016,11.99,38429.0,1.6485084560717145,73,indie,dieselmine,kagurado,2862430
false dream,2024-01-16,22446,1.99,38327.0,2.8520489149129244,97,indie,tenkaigames,tenkaigames,2753720
chocolate factory,2024-06-18,2560,19.99,38045.0,5.231778431189281,58,indie,tbjbu2,tbjbu2,2854710
touhou ~red empress devil.,2024-03-07,5933,7.99,37988.0,1.1907577469879576,79,indie,studio poco,studio poco,1734070
orgasm academy 💦,2024-04-13,5975,9.99,37850.0,2.698963040803605,83,indie,lust desires 🖤,lust desires 🖤,2820600
timemelters,2024-02-28,2700,19.99,37803.0,5.238353917176057,94,indie,autoexec games,autoexec games,1096140
escape memoirs: safe house,2024-07-19,4474,9.99,37696.0,3.980908947622048,97,indie,0 deer soft partnership,0 deer soft,2722360
inn tycoon,2024-08-26,5278,9.9,37621.0,4.334262378938257,87,indie,"evil goose games,gamersky games",evil goose games,2749000
legend of the master baiter,2024-06-21,5111,9.99,37590.0,4.788857462263077,78,indie,kagura games,bigwednesday,2864830
silent depth 2: pacific,2024-07-16,3423,12.99,37567.0,3.543798908664691,58,indie,microprose software,microprose software,2591010
pampas & selene: the maze of demons,2024-05-21,5126,9.99,37487.0,7.261998140753362,93,indie,unepic games,@unepic_fran,1966220
union of gnomes,2024-07-18,3038,14.99,37472.0,4.858536097701764,93,indie,herocraft pc,hoolignomes,2097030
date a live: ren dystopia,2024-09-05,1223,39.99,37412.0,3.649681378405073,96,indie,idea factory international,"idea factory,compile heart,sting",2627780
风岬-the everlasting lovestory at the windcap,2024-02-13,7858,5.99,37405.0,3.8382243486449794,0,indie,百歌centchansons,百歌centchansons,2414750
my little pony: a zephyr heights mystery,2024-05-17,1064,39.99,37380.0,5.784979175911031,88,indie,outright games ltd.,drakhar studios,2235440
world turtles,2024-04-15,2761,19.99,37235.0,2.8684712372014327,78,indie,indie.io,re: cog mission,1512050
darkness revenge,2024-02-08,4505,9.99,37160.0,3.036385164083652,81,indie,hematite,hematite,2112680
linkito,2024-07-23,2923,14.99,37043.0,4.508091899937316,88,indie,"playdigious originals,kimeria games",kalinarm,2312770
aground zero,2024-01-18,2046,19.99,36809.0,13.945204139951857,92,indie,fancy fish games,fancy fish games,1795570
towerful defense: a rogue td,2024-07-29,4968,9.99,36774.0,4.435117143496472,78,indie,mini fun games,mini fun games,2453610
sex airlines 🔞✈️,2024-07-13,5700,9.99,36654.0,1.330472437003454,72,indie,play & cum 💦,play & cum 💦,3014600
virtua unlimited project,2024-04-24,4091,10.99,36626.0,7.486923043711081,0,indie,neverland entertainment,virtua ride system,1934030
重生了还要我谈恋爱？,2024-07-25,6109,7.99,36601.0,3.1956110734957632,95,indie,画域互动,画域互动,2804510
14 minesweeper variants 2,2024-06-14,6567,6.99,36460.0,30.8273594644494,98,indie,artless games,"alith games,artless games",2631960
die by the blade,2024-05-16,2085,19.99,36435.0,4.79305152673187,61,indie,grindstone,"grindstone,triple hill interactive,toko midori games",1154670
real dive world,2024-05-10,2501,19.99,36294.0,2.67005413560503,82,indie,otaku plan,tanukihouse,2337090
climber animals: together,2024-03-22,12770,3.99,36224.0,2.713706604500689,93,indie,weakfish studio publishing,payoff games,2744880
sid meier's alpha centauri™ planetary pack,2024-03-07,18231,4.99,36165.0,15.234579989068529,95,aaa,electronic arts,firaxis games,2204130
archean,2024-05-16,2138,19.99,36163.0,35.56501054328521,92,indie,"batcholi,flodksm","batcholi,flodksm",2941660
洪荒：我挂机成圣,2024-01-14,6629,6.99,36125.0,271.6146279284957,50,indie,老乌贼工作室,老乌贼工作室,2123310
knights within,2024-05-15,2479,17.99,36030.0,7.057114379278621,97,indie,indecision labs,indecision labs,2406180
master of chess,2024-06-12,3176,14.99,36029.0,9.34233207450903,86,indie,brane,brane,2248900
umbraclaw,2024-05-30,1971,24.99,36009.0,4.507811287732485,93,indie,"inti creates co., ltd.","inti creates co., ltd.",2428420
c.a.r.d.s. rpg: the misty battlefield,2024-05-22,1133,39.99,35903.0,10.33745263202776,46,indie,acquire corp.,acquire corp.,2539880
rogue fable iv,2024-01-26,3991,11.99,35878.0,26.67117876901817,92,indie,pixel forge games,pixel forge games,2720010
3 minutes to midnight - a comedy graphic adventure,2024-08-22,1742,24.99,35867.0,7.501924637371908,92,indie,scarecrow studio,scarecrow studio,832500
innocence or money | season 2 | episode 1,2024-08-10,9947,3.99,35719.0,1.892374217964523,75,indie,marcialart,marcialart,3064420
qanga,2024-09-02,2197,19.99,35571.0,3.25806345564814,85,indie,iolacorp studio,iolacorp studio,1648190
the cooking game vr,2024-08-09,3127,19.99,35330.0,1.6773863133265157,72,indie,play spirit limited,play spirit limited,857180
top racer collection,2024-03-06,2184,19.99,35298.0,4.23830756740612,83,indie,"qubyte interactive,piko interactive,bleem.net",qubyte interactive,2214000
corpus edax,2024-09-05,2228,19.99,35271.0,2.058410046420825,79,indie,luis g. bento,luis g. bento,2017610
ballance,2024-01-05,9412,5.99,35198.0,1.613739933077078,78,indie,ziggurat,cyparade,2000770
galactic glitch,2024-07-15,3974,12.99,35181.0,4.501046549918738,94,indie,crunchy leaf games,crunchy leaf games,1536620
the assistant season 2,2024-08-29,4501,9.99,35119.0,2.944678487160993,87,indie,backhole,backhole,2994260
goblin slayer -another adventurer- nightmare feast,2024-02-28,700,54.99,34638.0,8.28881600993995,48,indie,bushiroad inc.,"apollosoft inc.,mebius.",2456410
unspoken,2024-04-01,13185,2.99,34570.0,1.221261653746725,91,indie,weeping studio,weeping studio,2846290
trap yuri garden,2024-06-10,3168,14.99,34538.0,4.174798019139268,93,indie,"eroge japan,sanuk inc.",no strike,2183910
llamasoft: the jeff minter story,2024-03-13,1437,29.99,34480.0,2.6086928041531428,93,indie,digital eclipse,digital eclipse,2236680
busty milf and summer country sex life,2024-04-25,1920,22.99,34423.0,2.5442447265943544,94,indie,dieselmine,mikanbatake,2795310
retrowave world,2024-05-10,4976,9.99,34177.0,6.393304313510181,83,indie,rewindapp,rewindapp,2413050
war tortoise,2024-03-27,3157,12.99,34147.0,35.57522367183048,82,indie,foursaken media,foursaken media,2120250
the night is grey,2024-01-05,2599,15.99,34137.0,6.327124309995986,83,indie,whalestork interactive,whalestork interactive,1281490
エスカレーター |  escalator,2024-01-06,13759,2.99,34019.0,0.970338311259362,38,indie,toyasky,toyasky,2738050
thalassa: edge of the abyss,2024-08-01,1885,19.99,33913.0,5.175897436224591,92,indie,team17 digital ltd,sarepta studio,1783680
forest ranger simulator,2024-06-19,2968,14.99,33771.0,6.762252434257949,48,indie,freemind s.a.,"hot code company,freemind s.a.,virtual magic",1185780
fallen leaf,2024-07-15,2354,16.99,33220.0,6.47813663302046,90,indie,delta shore games,delta shore games,1459010
été,2024-07-23,1903,24.99,33085.0,6.732972715477706,99,indie,impossible,impossible,1065070
monster girl conquest records battle orc,2024-05-09,3604,10.99,33040.0,2.6832910240482435,93,indie,shady corner games,mozu field,2680840
teenage mutant ninja turtles arcade: wrath of the mutants,2024-04-23,1443,29.99,32967.0,2.551853235737157,62,indie,gamemill entertainment,cradle games,2527580
dungeon exiles,2024-08-07,3916,9.99,32913.0,8.265966155033187,77,indie,gronkins,gronkins,2850100
an english haunting,2024-05-22,2877,13.99,32895.0,4.98717775106139,96,indie,"postmodern adventures,encomplot",postmodern adventures,2474030
trackline express,2024-04-18,2838,14.99,32789.0,5.505014640252864,85,indie,bubblebird studio,bubblebird studio,2343920
rum & gun,2024-08-26,8875,4.99,32753.0,12.051587904666636,94,indie,borington,borington,1210800
plushie from the sky,2024-05-06,3684,11.99,32723.0,2.4452972237095225,96,indie,fishwind,fishwind,1679510
飄流幻境m,2024-06-25,13101,0.0,32631.0,42.33954376230544,74,indie,chinesegamer,chinesegamer,1481340
horny suika: wet watermelon,2024-08-02,7860,4.99,32631.0,3.632772524791276,91,indie,tora creatives,tora creatives,2739980
nine tereasures of liuyin,2024-08-01,2160,18.99,32506.0,2.98226257938161,0,indie,kingnagame,kingnagame,2949580
sore wa maichiru sakura no you ni -re:birth-,2024-06-07,1132,39.99,32480.0,10.10257010148131,89,indie,hikari field,navel,2754170
tryandlove,2024-01-25,5564,6.99,32472.0,3.313299785383789,51,indie,mystery crown,mystery crown,2715590
wulin chess,2024-02-01,5968,11.99,32365.0,30.11762561523791,76,indie,east2west games,lamecat studio,1525410
my love with the girlsgroup,2024-04-17,2255,25.5,32198.0,2.680101537283766,72,indie,bing world,bing world,2852710
benefitship,2024-07-12,12641,2.99,32166.0,1.7604861868198556,96,indie,rfh games,rfh games,2404000
lust & legends,2024-05-09,3127,12.99,32128.0,2.322082956917242,79,indie,entropy digital entertainment,entropy digital entertainment,2899030
demon slayer -kimetsu no yaiba- sweep the board!,2024-07-16,593,59.99,32016.0,3.4537952979865176,97,aa,sega,cyberconnect2,2424110
abathor,2024-07-25,2593,14.99,31842.0,5.0401017121337786,91,indie,jandusoft,pow pixel games,2295610
yet another fantasy title (yaft),2024-04-10,2557,19.99,31754.0,2.8679573315310183,61,indie,"atomic wolf,games operators",atomic wolf,1993450
ghostware: arena of the dead,2024-06-10,2758,14.99,31678.0,2.716453630347715,85,indie,mothership loudspeakerz,daev team,1893370
西游-琉璃盏,2024-07-11,2563,14.99,31644.0,8.225275653716226,85,indie,dark dimension,dark dimension,1309510
parfait remake,2024-07-19,1254,34.99,31543.0,6.345430251028448,90,indie,hikari pulse,"giga,entergram",2947220
only up: skibidi together,2024-07-12,8729,4.99,31466.0,2.364922886217591,81,indie,"rosa special studio,grand technology associates","grand technology associates,rosa special studio",2928650
希望之城 the city of hope,2024-03-04,5701,6.99,31464.0,13.97846301423298,71,indie,家里蹲工作室,家里蹲工作室,2424740
defendun : hero defense,2024-02-14,7029,8.99,31353.0,7.923647630905813,77,indie,gonggamorecontents inc.,gonggamorecontents inc.,2323810
futanari di funghi,2024-06-03,5273,6.99,31301.0,5.102718338234958,81,indie,shady corner games,ahegames,2496640
brothel secrets 🔞,2024-01-27,5429,9.99,31198.0,1.60275482219499,77,indie,octo games,octo games,2721240
roommates,2024-02-07,4147,9.99,31098.0,3.815552727126738,93,indie,octaday,octaday,2775110
sanya,2024-03-01,2638,14.99,31003.0,1.465351068896308,75,indie,helpnode,helpnode,1667360
"sex, camera, action! 🔞",2024-07-27,5419,9.99,30951.0,1.8185943631721628,78,indie,play & cum 💦,play & cum 💦,2955820
decimate drive,2024-02-25,4570,7.99,30948.0,1.3102211414602636,93,indie,some random designing,some random designing,2427950
unbeatable professional me with 100 girlfriends,2024-05-17,3760,9.99,30925.0,2.531206269062915,66,indie,day day up！,philosophy♂,2701420
tomboy: love in hot forge,2024-02-29,10169,3.99,30878.0,1.3421321457630302,88,indie,nsfw18 games,zylyx,2732730
monster tiles td: tower wars,2024-02-11,25912,0.0,30820.0,23.330226717446127,80,indie,swell games llc,swell games llc,2447060
sex city: 2069,2024-07-20,3751,14.99,30759.0,1.5297924373325982,65,indie,octo games,octo games,2487130
harvest days: my dream farm,2024-07-25,3482,14.99,30652.0,18.14147562360472,71,indie,"family devs,toplitz productions",family devs,1515320
gunvolt records cychronicle,2024-02-15,2470,14.99,30558.0,3.17849779945142,71,indie,"inti creates co., ltd.","inti creates co., ltd.",2585040
beachhead,2024-01-22,3520,14.99,30498.0,18.152256882140843,63,indie,digital fusion inc.,digital fusion inc.,1288790
witch's doll,2024-05-24,4909,6.99,30419.0,1.8276383459174887,88,indie,elite lords studios,elite lords studios,2892000
anno 1701 history edition,2024-04-22,6151,9.99,30243.0,10.459053119326525,76,aaa,ubisoft,ubisoft mainz,2820140
iislands of war,2024-03-10,3885,4.99,30192.0,11.074408043059782,87,indie,jwiggs,jwiggs,1162470
girldivers,2024-08-30,2795,14.99,30160.0,1.5064797203365987,93,indie,sweet cakes games,sweet cakes games,2892310
forsaken quartet,2024-05-17,3187,12.99,30108.0,3.950541244010975,79,indie,kagura games,avantgarde,2377410
unlucky seven,2024-02-06,5591,7.99,30099.0,2.2119974374852376,47,indie,"sig publishing,art games studio s.a.",puzzling dream,579120
scourge of war - remastered,2024-09-06,1747,18.99,29857.0,10.641074576383453,92,indie,norb software development llc,norb software development llc,2205330
primateria,2024-01-08,3145,11.99,29843.0,6.623460498120785,85,indie,surefire.games,yfrit games,1397130
mutant football league 2,2024-05-31,1325,24.99,29800.0,3.841531165408143,84,indie,digital dreams entertainment,digital dreams entertainment,1657320
"sex, stocks & cocks",2024-06-08,5320,9.99,29726.0,1.950707515099464,89,indie,lust desires 🖤,lust desires 🖤,2983270
astrodle,2024-06-19,5885,5.99,29692.0,8.619566640734353,91,indie,robin nicolet,robin nicolet,2853130
farmer's father: save the innocence,2024-03-25,4012,9.99,29651.0,5.095922865792561,51,indie,"freemind s.a.,playway s.a.",freemind s.a.,1905980
anno 1503 history edition,2024-04-22,6151,9.99,29631.0,6.115938992310643,66,aaa,ubisoft,ubisoft mainz,2820110
pac-man mega tunnel battle: chomp champs,2024-05-08,1717,19.99,29626.0,3.111213621333812,65,indie,bandai namco entertainment america inc.,amber studio,2095950
the pony factory,2024-01-18,10069,3.99,29544.0,0.6334106168309567,0,indie,david szymanski,"david szymanski,john szymanski",2536530
microcosmum 2,2024-03-02,2547,14.99,29539.0,8.508756292668476,62,indie,satur entertainment,satur entertainment,1486140
death trick: double blind,2024-03-11,2348,15.99,29423.0,4.311320357436231,87,indie,neon doctrine,misty mountain studio,2254710
clash ii,2024-02-15,2296,24.99,29349.0,5.446121753796074,69,indie,prime bit games sa,prime bit games sa,1347760
mobiles tycoon,2024-07-15,5863,5.99,29315.0,6.253715412674853,85,indie,insignis games,insignis games,3022320
[echostasis],2024-05-30,1764,19.99,29284.0,7.066791492048213,92,indie,enigma studio,enigma studio,1558000
8th heaven,2024-07-29,2562,14.99,29280.0,1.7129255284405749,84,indie,tinyhat studios,cottage club,2321860
战国女神,2024-01-19,4891,0.0,29152.0,39.16769978517894,73,indie,战国女神,战国女神,2706730
goons: legends & mayhem,2024-04-11,1982,19.99,29102.0,3.0503787045516324,89,indie,firestoke,ragecure games,1484180
homeless,2024-08-03,4825,6.99,29094.0,1.0481992029999825,77,indie,"darkphobia games,teaserplay",darkphobia games,3018910
no return,2024-08-02,2075,16.99,29045.0,1.6968528516564485,43,indie,boltray games,blametech,1967220
lust mansion 🔞,2024-06-01,5215,9.99,29037.0,1.916627332247729,87,indie,lust desires 🖤,lust desires 🖤,2936260
survival nation: lost horizon,2024-04-15,2465,14.99,28857.0,4.066106045541831,63,indie,indie.io,wenkly studio sp. z o.o.,2504380
tactic boxing,2024-03-24,3970,9.99,28857.0,7.929103182478144,78,indie,stately eagle games,stately eagle games,2740280
criminal attraction,2024-07-26,3389,9.99,28741.0,4.776792523236554,83,indie,space samurai studio,space samurai studio,2775050
elf boss's dog training,2024-01-16,4593,7.99,28692.0,3.882277922403346,81,indie,"playmeow,acg creator",giver,1988080
border bots vr,2024-02-08,1867,19.99,28685.0,2.740666435942031,88,aa,team17,"paw print games ltd.,vtime ltd",874440
crystal guardians,2024-03-15,2585,13.99,28629.0,17.725350604853798,95,indie,green pine studios,green pine studios,2322090
against great darkness,2024-04-10,5026,6.99,28579.0,4.760527244357026,95,indie,hitreg studios,hitreg studios,2302150
akai onna,2024-01-04,12475,2.99,28485.0,0.692439412021328,89,indie,yamoto,yamoto,2674190
house of lust,2024-03-20,2833,11.99,28483.0,1.974001166062908,74,indie,shady corner games,frozenlettuce,2656980
book of korvald,2024-06-16,1459,24.99,28463.0,8.076809339919043,97,indie,shady corner games,punching donut,2132380
mines and magic,2024-03-25,3910,14.99,28188.0,9.086870277290796,72,indie,zolden games,zolden games,884640
奕剑江湖,2024-08-06,63989,0.0,28044.0,10.34215016430438,85,indie,star-star studio,star-star studio,2701510
to be in love with girls group,2024-03-26,3700,9.99,27883.0,4.368679644745055,68,indie,光禾文化,光禾文化,2817530
定制女友,2024-04-27,4027,8.99,27860.0,2.773132909438211,81,indie,deep field,deep field,2791020
coloring game: studio,2024-01-19,2378,19.99,27849.0,81.41022393033064,99,indie,l. stotch,l. stotch,2231040
tendryll,2024-04-30,1865,17.99,27758.0,12.719284465800968,87,indie,brute farce,brute farce,1915780
mirage feathers,2024-09-06,6859,4.99,27717.0,1.1706268898128227,100,indie,oyasumi workshop,oyasumi workshop,2719060
2番線 | nibansen,2024-01-18,6602,4.99,27542.0,1.2029222325691964,81,indie,mfc studio,mfc studio,2699510
deathwatchers,2024-07-12,2826,11.99,27529.0,6.492901941159936,91,indie,swain games,swain games,2599370
flying high,2024-05-10,2377,14.99,27484.0,0.8681633293180607,65,indie,affect3d,affect3d,2909410
ufouria: the saga 2,2024-02-28,1279,24.99,27474.0,3.297133300428793,94,indie,sunsoft,sunsoft,2685090
necroking,2024-09-04,6773,4.99,27369.0,3.0815895559559663,85,indie,alawar,koro.games,2852980
captain firehawk and the laser love situation,2024-02-09,3431,9.99,27368.0,1.8602411007512127,76,indie,portland caviar,portland caviar,2054690
right and down and dice,2024-01-23,2950,11.99,27336.0,8.24860646412999,87,indie,mc2games,mc2games,2228010
on dark terms,2024-02-06,2200,7.99,27226.0,6.475462698359167,69,indie,dimensionless games,dimensionless games,2159530
gym manager,2024-07-31,3748,9.99,27202.0,4.666010702410133,73,aa,playway s.a.,han games,2337460
saving mrs. hinako,2024-03-11,2478,14.99,27180.0,3.805478102347424,86,indie,shiravune,studio pork,2626240
sister's curriculum,2024-04-18,1929,16.99,27085.0,5.77800014739662,97,indie,wazazak,wazazak,2865590
the witch's cauldron,2024-01-24,10808,7.99,27071.0,3.7517024297797663,92,indie,harvey games,harvey games,2251010
oddada,2024-08-15,3310,9.99,27005.0,2.9408445555530567,97,indie,sven ahlgrimm,"sven ahlgrimm,mathilde hoffmann,bastian clausdorff",1627870
所谓侠客 so-called hero,2024-02-14,1774,18.99,26984.0,11.002328810495042,84,indie,newsmile games,newsmile games,1116080
dojo masters,2024-07-17,2357,14.99,26897.0,4.809430831728505,95,indie,pixeled vision,pixeled vision,2538000
speed crew,2024-01-31,1695,19.99,26802.0,3.066085176262451,100,indie,wild fields,wild fields,2367480
voyager-19,2024-05-19,8793,3.99,26619.0,0.6285501794880277,90,indie,deep root interactive,deep root interactive,2925510
speedway challenge 2024,2024-04-01,18737,0.0,26579.0,17.326728582072302,71,indie,artur berkowski berobasket,artur berkowski berobasket,2750960
baisu,2024-05-30,2991,9.99,26577.0,1.3899661468439524,87,indie,tripleducks studio,tripleducks studio,2821850
dunhero,2024-02-12,4457,7.99,26516.0,7.653905015173358,90,indie,dev kacper,dev kacper,2270210
empires shall fall,2024-02-19,2586,12.99,26457.0,5.06349975482512,92,indie,"weird penguin games,electronic sheep games",weird penguin games,1477170
night bus,2024-04-08,6008,4.99,26436.0,0.8439386307135183,89,indie,liquid static studio,liquid static studio,2820800
descending the woods,2024-07-12,1876,18.99,26435.0,4.11667969946909,54,indie,aionware ltd,aionware ltd,2868070
one-inch tactics,2024-05-19,1790,19.99,26321.0,5.338793062420716,96,indie,komodo,kogado studio,2743970
zombie raid: no one survives,2024-07-12,1912,14.99,26312.0,7.861631492084579,56,indie,red dot studio,red dot studio,688540
drake's dungeon,2024-01-15,827,34.99,26043.0,5.879234362977851,92,indie,hotchaworks,hotchaworks,2313670
taskmaster vr,2024-06-19,1253,24.99,26027.0,1.2380134733088026,51,indie,draw & code,scallywag arcade,2698450
永恒幻境 eternal dreamland,2024-01-31,4968,6.99,26013.0,6.974941044986054,46,indie,eternal,eternal,2722270
footgun: underground,2024-04-30,2349,14.99,25998.0,4.073246333939646,91,indie,cobratekku games,turtle knight games,2206240
populous™: the beginning,2024-03-07,13253,4.99,25991.0,7.955810905167381,90,aaa,electronic arts,bullfrog productions,2616430
dungeons and robots,2024-01-23,6096,8.99,25961.0,3.345569342795724,44,indie,glow games studio,glow games studio,386650
東方幻想魔録w ～ the devil of decline,2024-03-28,971,29.99,25957.0,33.79966654377854,95,indie,mebius.,ハチクマソフト,2250790
astor: blade of the monolith,2024-05-30,1257,24.99,25886.0,6.763298604016614,76,indie,"versus evil,tinybuild",c2 game studio,1989320
elf discipline ceremony,2024-02-23,3364,10.99,25798.0,1.317406278655748,69,indie,072 project,flag shadow,2696060
lord of rigel,2024-08-25,1683,19.99,25727.0,15.755765649770373,64,indie,rhombus studios,rhombus studios,437440
